0.412703	0.181137	0.406161
0.0564644	0.425845	0.517691
0.422766	0.0795211	0.497713
0.166321	0.775791	0.0578878
0.388806	0.47474	0.136454
0.144787	0.274496	0.580717
0.398455	0.505516	0.0960283
0.512634	0.218279	0.269087
0.379612	0.371866	0.248522
0.265626	0.386256	0.348118
0.0745536	0.835455	0.0899914
0.20498	0.597343	0.197677
0.604215	0.321113	0.0746721
0.28514	0.449771	0.265088
0.463395	0.0788824	0.457722
0.288507	0.443906	0.267587
0.103394	0.285884	0.610722
0.494617	0.244205	0.261178
0.420104	0.250832	0.329064
0.312018	0.500691	0.187291
0.469071	0.308703	0.222226
0.535194	0.208527	0.256279
0.327758	0.489287	0.182955
0.378031	0.504876	0.117093
0.681542	0.294555	0.0239031
0.141416	0.693294	0.16529
0.409798	0.384468	0.205734
0.572794	0.244605	0.182601
0.181008	0.516495	0.302497
0.617886	0.176449	0.205665
0.168303	0.643137	0.18856
0.2074	0.403416	0.389184
0.63001	0.0879491	0.282041
0.301834	0.64217	0.0559965
0.420956	0.558259	0.0207843
0.45423	0.171957	0.373812
0.566983	0.144322	0.288694
0.372369	0.243214	0.384417
0.3005	0.117793	0.581706
0.0902472	0.346304	0.563449
0.43231	0.268574	0.299116
0.176993	0.28729	0.535716
0.416388	0.503722	0.0798898
0.422898	0.361825	0.215277
0.478314	0.238477	0.283208
0.264221	0.0989798	0.636799
0.409822	0.307735	0.282444
0.670467	0.184521	0.145012
0.304694	0.434518	0.260788
0.484531	0.258019	0.25745
0.170381	0.746755	0.0828639
0.371754	0.342928	0.285318
0.262521	0.538496	0.198983
0.491894	0.258703	0.249404
0.158562	0.2922	0.549238
0.602733	0.168372	0.228895
0.380888	0.110673	0.508438
0.415848	0.527545	0.0566069
0.0599763	0.562603	0.377421
0.149544	0.286038	0.564417
0.119547	0.367284	0.513169
0.374866	0.276317	0.348817
0.267323	0.181706	0.550971
0.399227	0.54055	0.0602239
0.0654484	0.371669	0.562883
0.47139	0.502966	0.0256443
0.629929	0.0468627	0.323208
